,Páginas,professional_profile,education,work_experience,skills,certifications,achievements,languages,projects,training_courses,volunteer_work,Orden Cronológico,Formato de Texto,Densidad de Información,Cantidad de Palabras, % Lenguaje de Técnico,LinkedIn,GitHub,Personal Website,Tablas,Errores de ortografia,Fuente principal,Tamaño de fuente más usado,Legibilidad,Uso de negritas,Uso de cursivas,Uso de colores (excluyendo fondo blanco y links),Porcentaje de color real en la CV,Cantidad de imágenes o gráficos,Alineación principal,Consistencia de tamaños,Consistencia de márgenes,Passed
339,1,112,41,31,54,2,0,0,0,43,1,Orden Cronológico,Viñetas,14.15,413,11.19221411192214,False,False,False,0,32,BAAAAA+LibreBaskerville-Regular,8.6,Deficiente,80,22,Sí,0.89%,0,Justificado,Inconsistente,Consistente,0
340,3,243,80,49,45,0,0,34,101,1,12,Orden Cronológico,Viñetas,17.44,973,4.623115577889447,False,False,False,2,75,BCDEEE+___WRD_EMBED_SUB_44,9.0,Deficiente,88,0,Sí,36.78%,4,Justificado,Inconsistente,Inconsistente,0
341,1,58,20,35,19,0,47,11,0,27,0,Orden Cronológico,Viñetas,21.45,335,7.242339832869081,False,False,False,0,32,QDBAAA+Ubuntu-Regular,8.9,Deficiente,15,20,Sí,1.88%,1,Justificado,Inconsistente,Consistente,0
342,3,305,57,175,89,18,36,18,19,48,0,Orden Cronológico,Párrafos,20.44,1426,1.7111567419575633,False,False,False,0,135,PIICVY+Montserrat-Thin,16.0,Buena,120,0,Sí,4.36%,0,Justificado,Inconsistente,Inconsistente,0
343,2,29,99,13,0,0,0,0,19,37,0,Orden Cronológico,Viñetas,16.07,366,2.6737967914438503,False,False,False,1,46,HKGrotesk-Light,10.5,Buena,37,0,Sí,13.29%,0,Justificado,Inconsistente,Consistente,0
344,1,0,12,17,0,0,0,0,0,0,2,No se detectaron suficientes fechas,Viñetas,9.22,137,8.571428571428571,True,True,False,5,20,AAAAAC+Calibri,11.0,Buena,20,0,Sí,0.14%,38,Justificado,Inconsistente,Consistente,0
345,1,30,132,11,1,33,22,20,22,0,4,Orden Cronológico,Viñetas,25.94,405,7.6923076923076925,True,False,False,0,31,BCDHEE+CenturyGothic,9.0,Deficiente,21,0,Sí,28.62%,5,Justificado,Inconsistente,Consistente,0
346,1,99,95,24,37,0,0,18,0,0,0,Orden Cronológico,Viñetas,27.18,342,1.7341040462427744,False,False,False,2,46,BCDHEE+Cambria,11.0,Buena,112,38,Sí,6.2%,4,Justificado,Inconsistente,Consistente,0
347,2,0,18,29,9,0,0,0,0,11,6,No se detectaron suficientes fechas,Viñetas,11.93,92,5.47945205479452,False,False,False,0,101,KXSYSM+SourceSansPro-Regular,10.0,Buena,25,0,Sí,0.16%,0,Justificado,Inconsistente,Consistente,0
348,3,17,0,8,0,0,0,0,97,18,0,Orden Cronológico,Viñetas,19.01,211,0.0,False,False,False,7,120,AAAAAA+Roboto-Regular,10.0,Buena,21,7,Sí,0.97%,2,Justificado,Inconsistente,Consistente,0
349,4,34,69,47,63,0,0,4,224,77,0,Orden Cronológico,Viñetas,12.86,945,1.9184652278177456,False,False,False,1,67,AAAAAE+ArialMT,10.0,Buena,99,0,Sí,0.08%,1,Justificado,Inconsistente,Inconsistente,0
350,1,0,16,80,31,10,66,49,75,0,0,Orden Cronológico,Viñetas,15.62,437,2.644230769230769,True,False,False,1,81,CrimsonText-Regular,10.5,Buena,195,0,Sí,1.42%,2,Justificado,Inconsistente,Consistente,0
351,1,4,46,27,57,0,4,3,0,7,0,Orden Cronológico,Viñetas,16.13,264,6.278026905829597,False,False,False,12,18,AAAAAA+Roboto-Regular,10.0,Buena,22,0,Sí,1.09%,1,Justificado,Inconsistente,Consistente,0
352,2,129,81,55,76,11,9,73,12,26,0,Orden Cronológico,Viñetas,21.83,760,4.014598540145985,True,False,False,0,72,AAAAAA+CenturyGothic,9.0,Deficiente,150,0,Sí,1.25%,3,Justificado,Inconsistente,Consistente,0
353,2,0,35,49,0,0,0,28,36,0,249,Orden Cronológico,Viñetas,18.16,506,4.296875,False,True,False,0,43,UGEJSP+CMR10,10.9,Buena,0,0,No,0.0%,0,Justificado,Consistente,Consistente,0
354,9,108,322,7,51,32,0,0,35,104,5,Orden Cronológico,Viñetas,7.46,1035,1.7953321364452424,False,False,False,0,164,TimesNewRomanPSMT,9.5,Deficiente,21,0,Sí,0.06%,0,Justificado,Inconsistente,Inconsistente,0
355,4,20,165,33,38,54,0,37,281,35,0,Orden Cronológico,Viñetas,17.73,1138,5.075690115761353,False,False,False,0,103,BCDFEE+TrebuchetMS,10.0,Buena,83,0,Sí,0.16%,0,Justificado,Consistente,Inconsistente,0
356,2,8,40,15,0,0,2,5,0,0,0,No se detectaron suficientes fechas,Viñetas,24.71,104,4.861111111111112,False,False,True,2,125,BAAAAA+Nunito-Medium,11.0,Buena,19,8,Sí,0.11%,0,Justificado,Inconsistente,Consistente,0
357,1,17,70,35,18,201,19,9,0,27,0,Orden Cronológico,Mixto,33.24,565,5.612998522895126,False,False,False,0,89,DAAAAA+ProximaNova-Regular,10.0,Buena,73,0,Sí,0.15%,0,Justificado,Inconsistente,Consistente,0
358,1,6,15,5,0,0,5,0,15,14,0,Orden Cronológico,Viñetas,30.3,97,10.714285714285714,False,False,False,0,142,BAAAAA+Calibri,9.0,Deficiente,49,0,Sí,0.79%,0,Justificado,Inconsistente,Consistente,0
359,1,37,135,0,24,0,0,79,10,0,0,Orden Cronológico,Viñetas,22.85,418,6.91358024691358,False,False,False,1,37,BAAAAA+ClearSans,9.0,Deficiente,33,0,Sí,0.77%,1,Justificado,Inconsistente,Consistente,0
360,2,20,6,70,63,0,0,12,146,0,0,Orden Cronológico,Viñetas,14.96,455,9.771309771309772,False,False,False,0,39,BCDEEE+Calibri,9.0,Deficiente,45,12,Sí,3.15%,46,Justificado,Inconsistente,Consistente,0
361,2,42,10,88,101,0,0,7,1,54,0,Orden Cronológico,Mixto,13.24,432,6.157635467980295,False,False,False,1,23,AAAAAA+Tahoma,10.0,Buena,29,0,Sí,0.04%,1,Justificado,Consistente,Consistente,0
362,2,0,60,15,40,9,0,7,173,98,0,Orden Cronológico,Viñetas,16.1,551,5.148514851485149,False,False,False,0,81,AAAAAE+Tahoma,10.1,Buena,46,0,No,0.0%,0,Justificado,Consistente,Consistente,0
363,1,1,8,58,0,0,0,71,0,0,0,Orden Cronológico,Viñetas,13.39,189,1.6574585635359116,False,False,False,0,18,CTUPDK+SourceSansPro-Regular,10.6,Buena,53,0,Sí,3.51%,3,Justificado,Inconsistente,Consistente,0
364,2,16,58,83,0,0,0,61,159,91,0,Orden Cronológico,Viñetas,18.55,668,2.8391167192429023,False,False,False,0,62,FERDSB+CMR10,10.0,Buena,0,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
365,3,4,426,94,6,21,0,11,0,206,0,Orden Cronológico,Viñetas,12.78,987,5.431309904153355,False,False,False,13,131,Helvetica,8.0,Deficiente,129,0,Sí,0.05%,1,Justificado,Inconsistente,Inconsistente,0
366,2,39,57,96,0,155,12,0,0,95,0,Orden Cronológico,Viñetas,18.74,657,3.15955766192733,False,False,False,0,329,ArialMT,10.0,Buena,48,36,Sí,0.57%,1,Justificado,Inconsistente,Consistente,0
367,4,52,104,205,22,17,0,6,0,188,0,Orden Cronológico,Mixto,17.86,820,10.748792270531402,True,True,False,0,72,CAAAAA+LiberationSerif,12.0,Buena,112,0,No,0.0%,0,Justificado,Consistente,Inconsistente,0
368,1,26,0,22,0,0,0,28,50,33,0,Orden Cronológico,Viñetas,16.34,237,7.4074074074074066,False,False,False,1,26,BAAAAA+Assistant-Regular,10.0,Buena,36,0,Sí,35.87%,1,Justificado,Inconsistente,Consistente,0
369,4,21,341,37,138,2,0,0,77,73,49,Orden Cronológico,Viñetas,16.21,1037,2.534318901795143,False,False,False,0,98,EAAAAA+ArialUnicodeMS,10.0,Buena,94,0,Sí,0.15%,19,Justificado,Inconsistente,Inconsistente,0
370,2,76,23,37,42,16,11,7,16,62,0,Orden Cronológico,Viñetas,14.77,501,2.9106029106029108,True,False,False,0,63,BCDFEE+Tahoma,10.0,Buena,50,0,Sí,0.2%,1,Justificado,Consistente,Consistente,0
371,1,14,66,19,17,0,0,99,99,14,0,Orden Cronológico,Viñetas,22.23,480,3.6511156186612577,False,False,False,0,46,InterUI-Regular,7.6,Deficiente,93,0,Sí,5.0%,1,Justificado,Inconsistente,Consistente,0
372,2,89,35,74,41,0,0,111,0,12,13,Orden Cronológico,Viñetas,12.17,518,3.018867924528302,False,False,False,0,57,ECGNXB+SourceSansPro-Regular,9.0,Deficiente,62,0,Sí,0.32%,29,Justificado,Inconsistente,Consistente,0
373,5,29,125,1,55,13,10,22,40,4,9,Orden Cronológico,Viñetas,8.3,398,4.304635761589404,True,False,False,1,101,BAAAAA+Tahoma,10.0,Buena,82,0,Sí,0.77%,15,Justificado,Inconsistente,Inconsistente,0
374,3,0,0,0,0,0,0,0,0,0,14,No se detectaron suficientes fechas,Viñetas,1.39,72,20.3125,False,False,False,1,17,BCDFEE+Tahoma,8.0,Deficiente,7,0,Sí,34.89%,0,Izquierda,Inconsistente,Consistente,0
375,2,15,117,11,0,141,0,0,11,132,0,Orden Cronológico,Mixto,16.7,631,10.26438569206843,False,False,False,0,46,BAAAAA+OpenSans-Regular,9.0,Deficiente,71,41,Sí,0.95%,0,Justificado,Inconsistente,Consistente,0
376,2,1,28,8,4,0,0,0,7,7,0,Orden Cronológico,Viñetas,9.93,87,8.856088560885608,False,False,False,0,66,BAAAAA+Lato-Regular,10.0,Buena,14,0,No,0.0%,4,Justificado,Inconsistente,Consistente,0
377,2,11,305,11,13,28,0,15,73,78,0,Orden Cronológico,Viñetas,35.62,1431,4.052443384982122,False,False,False,0,278,ArialMT,8.0,Deficiente,256,36,No,0.0%,0,Justificado,Inconsistente,Consistente,0
378,4,123,9,43,88,0,0,4,222,190,26,Orden Cronológico,Viñetas,17.13,892,9.044193216855087,True,False,False,0,137,AAAAAK+ArialMT,10.1,Buena,128,5,Sí,3.69%,1,Justificado,Inconsistente,Inconsistente,0
379,3,142,100,128,0,29,0,17,17,156,0,Orden Cronológico,Viñetas,18.6,747,5.394736842105264,True,False,False,0,332,ArialMT,11.0,Buena,70,0,Sí,0.41%,7,Justificado,Consistente,Inconsistente,0
380,1,0,61,76,22,0,0,10,0,45,0,Orden Cronológico,Viñetas,28.68,385,1.0771992818671454,False,False,False,0,41,IHROOI+PTSerif-Regular,11.0,Buena,41,59,No,0.0%,0,Justificado,Inconsistente,Consistente,0
381,2,67,19,72,2,0,0,97,148,85,81,Orden Cronológico,Viñetas,19.97,734,8.469945355191257,False,False,False,0,77,BAAAAA+HelveticaWorld-Regular,9.0,Deficiente,99,7,Sí,0.59%,0,Justificado,Inconsistente,Consistente,0
382,4,164,134,67,3,83,0,6,90,0,20,Orden Cronológico,Viñetas,10.1,843,3.7081339712918657,False,False,True,0,104,RedHatText-Regular,8.8,Deficiente,64,0,Sí,2.28%,1,Justificado,Inconsistente,Inconsistente,0
383,3,108,36,44,0,0,44,0,159,165,0,Orden Cronológico,Viñetas,15.93,881,6.473988439306358,False,False,False,0,52,ArialMT,9.0,Deficiente,33,10,Sí,0.3%,0,Justificado,Inconsistente,Inconsistente,0
384,1,15,22,17,188,0,0,0,0,0,0,Orden Cronológico,Viñetas,16.02,326,3.5256410256410255,True,False,False,1,26,BAAAAA+Montserrat-Light,8.0,Deficiente,27,0,Sí,37.67%,1,Justificado,Inconsistente,Consistente,0
385,9,57,150,27,3,77,0,74,138,40,0,Orden Cronológico,Viñetas,12.79,849,2.6744186046511627,False,False,False,0,100,CAAAAA+DejaVuSans,14.0,Buena,143,0,Sí,0.31%,2,Justificado,Consistente,Inconsistente,0
386,6,64,192,174,106,0,0,45,179,25,22,Orden Cronológico,Viñetas,22.24,1244,5.9259259259259265,False,False,False,0,94,AAAAAD+CourierNewPSMT,10.1,Buena,0,0,No,0.0%,1,Justificado,Consistente,Inconsistente,0
387,2,0,237,16,15,45,0,41,0,42,0,Orden Cronológico,Viñetas,13.39,544,6.037735849056604,True,False,False,7,77,OTNFRX+Rubik-Regular,8.6,Deficiente,67,21,No,0.0%,0,Justificado,Inconsistente,Consistente,0
388,2,0,72,87,14,0,0,4,18,2,0,Orden Cronológico,Viñetas,9.74,293,3.0303030303030303,False,False,False,1,34,ZIFFTU+Lato-Regular,10.0,Buena,41,0,Sí,7.82%,0,Justificado,Inconsistente,Consistente,0
389,4,138,133,26,4,0,65,13,29,47,4,Orden Cronológico,Viñetas,11.39,624,5.564648117839607,False,False,True,4,77,AAAAAA+Garet-Regular,10.0,Buena,141,0,Sí,1.64%,1,Justificado,Inconsistente,Inconsistente,0
390,2,9,20,79,8,0,0,12,25,43,19,Orden Cronológico,Viñetas,15.4,385,2.197802197802198,False,False,False,2,44,AAAAAA+Questrial-Regular,10.0,Buena,0,0,Sí,0.55%,2,Justificado,Inconsistente,Consistente,0
391,2,41,116,38,0,67,0,0,0,27,0,Orden Cronológico,Viñetas,17.31,422,5.5,False,False,False,0,34,AAAAAB+HelveticaNeue,11.0,Buena,0,0,No,0.0%,0,Justificado,Consistente,Consistente,0
392,2,174,11,18,30,167,0,0,0,1,0,Orden Cronológico,Viñetas,17.63,530,6.569343065693431,False,False,True,1,62,CAAAAA+SourceSansPro-Regular,10.5,Buena,145,60,No,0.0%,0,Justificado,Inconsistente,Consistente,0
393,3,0,60,12,1,5,12,0,7,13,0,Orden Cronológico,Viñetas,13.74,153,6.89149560117302,False,False,False,0,109,BAAAAA+Lato-Regular,10.0,Buena,19,0,Sí,0.1%,4,Justificado,Inconsistente,Inconsistente,0
394,3,28,83,67,33,3,0,107,0,73,0,Orden Cronológico,Viñetas,14.32,653,2.8455284552845526,False,False,False,0,83,BYLJWM+CMR10,10.0,Buena,0,0,No,0.0%,0,Justificado,Consistente,Inconsistente,0
395,1,14,18,73,0,69,24,21,3,7,25,Orden Cronológico,Viñetas,26.07,445,5.660377358490567,True,False,False,0,40,QQAAAA+Roboto-Regular,8.9,Deficiente,30,75,Sí,5.34%,0,Justificado,Inconsistente,Consistente,0
396,2,10,77,62,0,14,0,13,0,29,0,Orden Cronológico,Viñetas,10.1,326,3.064066852367688,False,False,False,1,48,BAAAAA+ArialMT,9.5,Deficiente,33,0,Sí,2.76%,3,Justificado,Inconsistente,Consistente,0
397,3,7,15,12,6,24,1,0,74,1,0,Orden Cronológico,Viñetas,23.97,429,3.1088082901554404,True,False,False,0,142,BAAAAA+STIXTwoText-Regular,11.0,Buena,56,95,Sí,0.04%,0,Justificado,Inconsistente,Inconsistente,0
398,5,142,409,116,49,164,0,2,294,51,9,Orden Cronológico,Mixto,11.45,1758,6.658946149392008,False,False,True,2,185,AAAAAN+Calibri,7.9,Deficiente,451,169,Sí,1.49%,2,Justificado,Inconsistente,Inconsistente,0
399,2,65,100,0,0,0,26,66,21,0,0,Orden Cronológico,Viñetas,11.71,363,11.073825503355705,True,False,False,1,31,DAAAAA+Montserrat-Light,9.6,Deficiente,104,0,Sí,9.09%,2,Justificado,Inconsistente,Consistente,0
400,1,1,46,127,32,13,0,0,0,0,0,Orden Cronológico,Viñetas,21.25,314,1.8575851393188854,False,False,False,0,20,BCDFEE+Verdana,9.0,Deficiente,11,0,No,0.0%,18,Justificado,Inconsistente,Consistente,0
401,2,129,10,34,33,15,0,45,0,16,5,Orden Cronológico,Viñetas,18.34,474,0.6756756756756757,False,False,False,1,73,ArialMT,10.0,Buena,44,30,Sí,1.0%,3,Justificado,Inconsistente,Consistente,0
402,3,0,28,17,266,0,0,0,140,56,0,Orden Cronológico,Viñetas,17.86,749,5.710102489019034,False,False,False,0,45,AAAAAG+ArialMT,11.0,Buena,43,0,No,0.0%,0,Justificado,Consistente,Inconsistente,0
403,3,29,63,85,0,8,28,0,141,0,20,Orden Cronológico,Viñetas,15.75,488,2.559055118110236,False,False,False,3,271,BAAAAA+OpenSans-Regular,12.0,Buena,28,10,Sí,5.42%,0,Justificado,Inconsistente,Inconsistente,0
404,7,62,34,62,508,23,40,56,0,21,0,Orden Cronológico,Viñetas,13.75,982,2.413431269674711,False,False,False,0,93,CAAAAA+NotoSans-Regular,12.0,Buena,93,0,Sí,0.18%,1,Justificado,Consistente,Inconsistente,0
405,2,41,34,120,16,0,62,0,17,152,0,Orden Cronológico,Viñetas,16.01,682,3.303303303303303,True,True,False,0,35,VNXUVO+OpenSans-Regular,9.0,Deficiente,33,0,Sí,0.11%,0,Justificado,Inconsistente,Consistente,0
406,1,32,46,87,0,0,0,0,0,10,0,Orden Cronológico,Viñetas,14.81,220,2.1806853582554515,False,False,False,1,63,CAAAAA+Poppins-Light,9.0,Deficiente,52,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
407,1,15,92,104,0,0,0,18,19,28,0,Orden Cronológico,Viñetas,21.15,354,2.5684931506849313,False,False,False,1,136,BAAAAA+Poppins-Light,9.0,Deficiente,62,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
408,2,19,33,102,61,30,0,63,0,32,4,Orden Cronológico,Viñetas,15.03,454,4.637096774193548,False,False,False,1,72,BCDEEE+Calibri,10.0,Buena,15,0,Sí,31.48%,10,Justificado,Inconsistente,Consistente,0
409,2,0,212,39,0,0,0,28,0,104,0,Orden Cronológico,Mixto,14.98,568,7.732864674868189,True,False,False,0,46,CAAAAA+ArialMT,9.0,Deficiente,66,26,Sí,0.03%,0,Justificado,Inconsistente,Consistente,0
410,2,78,37,88,0,0,0,0,126,63,0,Orden Cronológico,Mixto,24.28,794,4.545454545454546,False,False,False,1,44,CAAAAA+LiberationSans,11.0,Buena,72,38,Sí,0.37%,1,Justificado,Consistente,Consistente,0
411,1,28,106,80,117,0,0,42,57,0,0,Orden Cronológico,Mixto,29.03,607,8.976377952755906,False,False,False,0,98,QTDFYW+FiraSans-Regular,8.0,Deficiente,226,0,Sí,6.07%,1,Justificado,Inconsistente,Consistente,0
412,1,10,6,17,6,0,0,9,10,2,0,Orden Cronológico,Viñetas,26.25,163,2.307692307692308,False,False,True,0,88,VZDNEA+ClearSans,10.0,Buena,0,1,Sí,4.35%,1,Justificado,Inconsistente,Consistente,0
413,1,7,154,94,8,0,0,0,0,0,0,Orden Cronológico,Viñetas,18.3,356,3.0837004405286343,False,False,False,0,22,BAAAAA+Roboto-Regular,12.0,Buena,0,0,Sí,0.37%,0,Justificado,Inconsistente,Consistente,0
414,5,48,159,88,22,0,42,55,42,42,0,Orden Cronológico,Viñetas,12.89,732,6.455862977602108,False,False,False,0,69,BAAAAA+ArialMT,11.0,Buena,83,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,0
415,2,89,45,38,25,0,62,30,0,8,62,Orden Cronológico,Viñetas,13.87,404,4.050632911392405,False,False,False,0,58,BCDIEE+Calibri-Light,11.0,Buena,0,9,Sí,1.31%,4,Justificado,Inconsistente,Consistente,0
416,2,127,54,105,20,0,0,244,0,9,1,Orden Cronológico,Viñetas,21.39,685,6.942392909896602,False,False,False,0,74,VGDGRR+SourceSansPro-Regular,10.6,Buena,68,0,Sí,4.55%,0,Justificado,Inconsistente,Consistente,0
417,4,118,42,46,67,6,0,6,561,94,0,Orden Cronológico,Mixto,20.13,1214,1.8675721561969438,False,True,False,6,100,BAAAAA+TimesNewRomanPSMT,12.0,Buena,10,11,Sí,0.04%,0,Justificado,Consistente,Inconsistente,0
418,3,58,107,263,41,37,0,0,152,52,0,Orden Cronológico,Viñetas,18.46,1112,3.9269406392694064,False,False,False,2,64,BCDFEE+Calibri,9.0,Deficiente,202,0,Sí,0.87%,0,Justificado,Inconsistente,Inconsistente,0
419,2,0,21,24,0,0,3,3,5,7,0,No se detectaron suficientes fechas,Viñetas,12.09,101,3.695150115473441,False,False,False,0,75,EAAAAA+Merriweather-Regular,9.0,Deficiente,20,4,Sí,0.08%,0,Justificado,Inconsistente,Consistente,0
420,2,14,237,5,0,5,0,39,131,68,0,Orden Cronológico,Viñetas,24.27,700,5.162523900573614,False,False,False,2,141,BAAAAA+Roboto-Light,9.0,Deficiente,0,35,Sí,1.7%,7,Justificado,Inconsistente,Consistente,0
421,4,84,493,78,0,17,0,32,0,246,0,Orden Cronológico,Mixto,18.24,1362,3.434816549570648,False,False,False,1,150,BAAAAA+Calibri,10.0,Buena,106,4,Sí,0.02%,0,Justificado,Inconsistente,Inconsistente,0
422,4,95,174,60,0,0,0,0,121,45,0,Orden Cronológico,Viñetas,12.55,703,3.0985915492957745,False,False,True,0,75,QIDAAA+Roboto-Light,10.8,Buena,123,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,0
423,1,7,48,41,0,56,0,0,9,19,0,Orden Cronológico,Viñetas,16.4,236,1.364522417153996,False,False,False,1,22,DAAAAA+Poppins-Light,9.0,Deficiente,89,0,Sí,33.07%,0,Justificado,Inconsistente,Consistente,0
424,2,0,20,1,1,0,0,9,111,0,0,Orden Cronológico,Viñetas,14.41,191,4.680851063829787,True,False,False,0,87,BAAAAA+Lato-Regular,10.0,Buena,22,0,Sí,0.4%,8,Justificado,Inconsistente,Consistente,0
425,1,4,17,36,18,65,0,0,0,22,24,Orden Cronológico,Viñetas,19.88,252,1.4814814814814816,False,False,False,0,37,BCDHEE+Open Sans,11.0,Buena,23,34,No,0.0%,14,Justificado,Inconsistente,Consistente,0
426,1,27,8,5,0,0,0,97,34,46,0,Orden Cronológico,Viñetas,13.48,373,2.1834061135371177,False,False,False,0,69,BAAAAA+OpenSans,6.6,Deficiente,0,0,Sí,0.78%,0,Justificado,Inconsistente,Consistente,0
427,5,69,44,45,15,0,0,0,9,46,0,Orden Cronológico,Viñetas,14.43,346,0.0,False,False,False,0,165,AAAAAA+Cambria,11.0,Buena,47,37,Sí,0.16%,0,Justificado,Inconsistente,Inconsistente,0
428,1,46,52,162,16,0,22,0,56,0,0,Orden Cronológico,Viñetas,24.45,489,6.432748538011696,False,False,False,1,214,QEBAAA+Raleway-Regular,8.0,Deficiente,46,52,Sí,29.55%,1,Justificado,Inconsistente,Consistente,0
429,1,0,49,71,0,0,0,11,94,0,0,Orden Cronológico,Viñetas,22.49,324,9.226190476190476,False,False,False,0,33,FSVPDO+CMR10,10.0,Buena,0,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
430,5,198,225,40,0,133,144,0,403,160,0,Orden Cronológico,Viñetas,16.23,1851,3.9865244244806286,True,False,False,0,123,BCDIEE+Calibri,9.0,Deficiente,48,37,Sí,0.24%,0,Justificado,Inconsistente,Inconsistente,0
431,2,27,31,112,104,0,0,0,0,71,0,Orden Cronológico,Viñetas,22.97,615,1.957585644371941,True,False,False,0,66,AAAAAC+Avenir-Book,11.0,Buena,0,55,Sí,0.3%,4,Justificado,Consistente,Consistente,0
432,2,0,217,367,0,0,0,96,82,76,0,Orden Cronológico,Viñetas,26.81,1003,10.948905109489052,False,False,False,0,154,AAAAAF+Aptos,10.1,Buena,0,0,Sí,0.68%,1,Justificado,Inconsistente,Consistente,0
433,1,0,54,0,68,0,37,27,0,34,0,Orden Cronológico,Viñetas,15.71,330,9.5679012345679,False,False,False,0,32,VSOCIY+SourceSansPro-Regular,9.0,Deficiente,48,0,Sí,0.21%,0,Justificado,Inconsistente,Consistente,0
434,1,120,5,22,38,0,0,4,75,3,0,Orden Cronológico,Viñetas,25.53,349,8.333333333333332,False,False,False,0,40,BAAAAA+TimesNewRomanPSMT,11.0,Buena,113,19,No,0.0%,0,Justificado,Inconsistente,Consistente,0
435,2,40,199,29,11,0,11,32,39,19,0,Orden Cronológico,Viñetas,14.44,552,6.055045871559633,False,False,False,0,56,BAAAAA+ArialMT,9.0,Deficiente,118,0,Sí,0.22%,5,Justificado,Inconsistente,Consistente,0
436,2,42,25,39,15,0,13,6,71,110,0,Orden Cronológico,Viñetas,12.52,474,1.7204301075268817,False,False,False,0,47,AAAAAC+TimesNewRomanPSMT,10.0,Buena,48,11,Sí,0.7%,1,Justificado,Consistente,Consistente,0
437,2,0,39,136,0,0,0,0,45,7,0,Orden Cronológico,Viñetas,19.08,547,9.195402298850574,False,False,False,0,65,BAAAAA+STIXTwoText-Regular,11.0,Buena,25,151,Sí,0.05%,0,Justificado,Inconsistente,Consistente,0
438,1,1,25,10,11,0,0,0,0,29,34,Orden Cronológico,Viñetas,19.76,173,4.597701149425287,True,False,False,3,25,CAAAAA+TTHoves-Regular,12.0,Buena,27,55,Sí,38.18%,0,Justificado,Inconsistente,Consistente,0
439,2,97,40,9,0,0,0,21,29,27,0,Orden Cronológico,Viñetas,11.46,276,6.995884773662551,False,False,False,0,45,BAAAAA+Calibri,11.0,Buena,69,3,Sí,0.05%,0,Justificado,Inconsistente,Consistente,0
440,3,63,182,86,183,0,0,12,0,1,28,Orden Cronológico,Viñetas,15.91,763,4.320987654320987,False,False,False,0,74,BAAAAA+Tahoma,10.1,Buena,14,4,Sí,0.03%,1,Justificado,Inconsistente,Inconsistente,0
441,2,10,22,14,29,0,0,0,0,0,74,Orden Cronológico,Viñetas,7.52,175,2.247191011235955,False,False,False,1,55,EAAAAA+ArialUnicodeMS,10.5,Buena,0,0,Sí,32.84%,0,Justificado,Inconsistente,Consistente,0
442,2,16,88,108,0,29,0,55,131,2,0,Orden Cronológico,Viñetas,20.06,513,5.273833671399594,False,False,False,1,70,BCDGEE+Verdana,11.0,Buena,49,0,Sí,9.53%,4,Justificado,Inconsistente,Consistente,0
443,3,124,47,11,56,0,0,10,68,34,1,Orden Cronológico,Viñetas,13.21,560,5.066079295154185,False,False,False,4,79,BAAAAA+Calibri,11.0,Buena,107,27,No,0.0%,0,Justificado,Inconsistente,Inconsistente,0
444,4,99,56,17,61,32,0,224,73,161,0,Orden Cronológico,Viñetas,20.86,985,4.843592330978809,False,False,False,0,53,CIDFont+F2,11.0,Buena,0,0,Sí,1.39%,2,Justificado,Inconsistente,Inconsistente,0
445,1,62,51,67,0,0,0,11,0,0,1,Orden Cronológico,Viñetas,12.93,288,1.5151515151515151,True,False,False,1,87,AAAAAA+SourceSansPro-Regular,9.5,Deficiente,109,33,Sí,4.02%,1,Justificado,Inconsistente,Consistente,0
446,1,48,83,0,8,16,0,0,15,89,18,Orden Cronológico,Viñetas,23.05,405,3.2418952618453867,False,False,False,0,18,BCDHEE+Merriweather,9.0,Deficiente,43,8,Sí,0.37%,0,Justificado,Inconsistente,Consistente,0
447,8,43,144,28,0,42,13,96,261,80,0,Orden Cronológico,Viñetas,9.27,1183,6.1946902654867255,False,False,False,9,112,BAAAAA+Tahoma,10.0,Buena,69,0,Sí,0.01%,3,Justificado,Consistente,Inconsistente,0
448,3,43,44,64,20,64,0,3,129,96,0,Orden Cronológico,Mixto,14.96,690,4.040404040404041,False,False,False,0,80,YDBUXF+CMSS10,10.0,Buena,0,0,Sí,0.47%,0,Justificado,Inconsistente,Inconsistente,0
449,3,96,221,8,0,46,0,2,42,153,0,Orden Cronológico,Mixto,14.25,915,4.395604395604396,False,False,False,0,77,CIDFont+F6,8.9,Deficiente,0,0,No,0.0%,0,Justificado,Inconsistente,Inconsistente,0
450,2,49,0,67,30,0,5,37,111,0,0,Orden Cronológico,Viñetas,12.81,337,0.0,False,False,False,1,34,CAAAAA+Now-Medium,10.0,Buena,11,0,Sí,1.39%,1,Justificado,Inconsistente,Consistente,0
451,2,10,73,37,17,60,61,0,0,104,0,Orden Cronológico,Viñetas,16.86,432,7.441860465116279,True,False,False,0,172,BCDEEE+Tahoma,10.0,Buena,4,0,Sí,6.48%,12,Justificado,Inconsistente,Consistente,0
452,1,156,0,98,24,0,0,0,179,0,0,Orden Cronológico,Mixto,14.84,752,2.272727272727273,False,False,False,0,63,AAAAAA+Lato-Regular,5.9,Deficiente,0,0,No,0.0%,0,Justificado,Inconsistente,Consistente,0
